run	study	sample
SRR189792	SRP006475	SRS189339
SRR189793	SRP006475	SRS189340
SRR189794	SRP006475	SRS189341
SRR189795	SRP006475	SRS189342
SRR189796	SRP006475	SRS189343
SRR189797	SRP006475	SRS189344
SRR1908916	SRP056033	SRS870976
SRR1908917	SRP056033	SRS870975
SRR1908918	SRP056033	SRS870974
SRR1908919	SRP056033	SRS870973
SRR1908920	SRP056033	SRS870972
SRR1908921	SRP056033	SRS870971
SRR1908922	SRP056033	SRS870970
SRR1908923	SRP056033	SRS870969
SRR1909031	SRP056036	SRS870878
SRR1909032	SRP056036	SRS870877
SRR1909033	SRP056036	SRS870876
SRR1909034	SRP056036	SRS870879
SRR1909035	SRP056036	SRS870875
SRR1909036	SRP056036	SRS870873
SRR1909037	SRP056036	SRS870874
SRR1909038	SRP056036	SRS870872
SRR1909039	SRP056036	SRS870869
SRR1909040	SRP056036	SRS870871
SRR1909041	SRP056036	SRS870870
SRR1909042	SRP056036	SRS870868
SRR1909086	SRP056041	SRS870837
SRR1909087	SRP056041	SRS870835
SRR1909088	SRP056041	SRS870833
SRR1909089	SRP056041	SRS870814
SRR1909090	SRP056041	SRS870834
SRR1909091	SRP056041	SRS870832
SRR1909092	SRP056041	SRS870831
SRR1909093	SRP056041	SRS870830
SRR1909094	SRP056041	SRS870829
SRR1909095	SRP056041	SRS870828
SRR1909096	SRP056041	SRS870827
SRR1909097	SRP056041	SRS870826
SRR1909098	SRP056041	SRS870825
SRR1909099	SRP056041	SRS870824
SRR1909100	SRP056041	SRS870823
SRR1909101	SRP056041	SRS870822
SRR1909102	SRP056041	SRS870821
SRR1909103	SRP056041	SRS870820
SRR1909104	SRP056041	SRS870819
SRR1909105	SRP056041	SRS870818
SRR1909130	SRP056049	SRS871002
SRR1909131	SRP056049	SRS871001
SRR1909132	SRP056049	SRS871000
SRR1909133	SRP056049	SRS870999
SRR1909134	SRP056049	SRS870997
SRR1909135	SRP056049	SRS870998
SRR1909136	SRP056049	SRS870996
SRR1909137	SRP056049	SRS870995
SRR1909138	SRP056049	SRS870994
SRR1909139	SRP056049	SRS870993
SRR1909140	SRP056049	SRS870992
SRR1909141	SRP056049	SRS870991
SRR1909142	SRP056049	SRS870990
SRR1909143	SRP056049	SRS870989
SRR1909144	SRP056049	SRS870988
SRR1909145	SRP056049	SRS870987
SRR1910226	SRP056066	SRS872070
SRR1910227	SRP056066	SRS872069
SRR1910228	SRP056066	SRS872071
SRR1910385	SRP056074	SRS872158
SRR1910386	SRP056074	SRS872157
SRR1910387	SRP056074	SRS872156
SRR1910388	SRP056074	SRS872156
SRR1910389	SRP056074	SRS872155
SRR1910390	SRP056074	SRS872155
SRR1910404	SRP056076	SRS872197
SRR1910405	SRP056076	SRS872196
SRR1910406	SRP056076	SRS872177
SRR1910407	SRP056076	SRS872175
SRR1910408	SRP056076	SRS872176
SRR1910466	SRP056084	SRS872341
SRR1910467	SRP056084	SRS872342
SRR1910468	SRP056084	SRS872340
SRR1910469	SRP056084	SRS872338
SRR1910470	SRP056084	SRS872334
SRR1910471	SRP056084	SRS872332
SRR1910484	SRP056086	SRS872358
SRR1910485	SRP056086	SRS872357
SRR1910486	SRP056086	SRS872356
SRR1910487	SRP056086	SRS872355
SRR1910488	SRP056086	SRS872353
SRR1910489	SRP056086	SRS872352
SRR1910490	SRP056086	SRS872359
SRR1910491	SRP056086	SRS872351
SRR1910492	SRP056086	SRS872354
SRR1910493	SRP056086	SRS872350
SRR1910731	SRP056098	SRS872585
SRR1910732	SRP056098	SRS872586
SRR1910733	SRP056098	SRS872584
SRR1910734	SRP056098	SRS872582
SRR1910735	SRP056098	SRS872583
SRR1910736	SRP056098	SRS872580
SRR1910737	SRP056098	SRS872581
SRR1910738	SRP056098	SRS872578
SRR191362	SRP006561	SRS190435
SRR191393	SRP006574	SRS190453
SRR191394	SRP006574	SRS190454
SRR191396	SRP006574	SRS190456
SRR191397	SRP006574	SRS190457
SRR191398	SRP006574	SRS190458
SRR191399	SRP006574	SRS190459
SRR191400	SRP006574	SRS190460
SRR191401	SRP006574	SRS190461
SRR191402	SRP006574	SRS190462
SRR191403	SRP006574	SRS190463
SRR191404	SRP006574	SRS190464
SRR191405	SRP006574	SRS190465
SRR191406	SRP006574	SRS190466
SRR191407	SRP006574	SRS190467
SRR191408	SRP006574	SRS190468
SRR191409	SRP006574	SRS190469
SRR191410	SRP006574	SRS190470
SRR191411	SRP006574	SRS190471
SRR191412	SRP006574	SRS190472
SRR191413	SRP006574	SRS190473
SRR191414	SRP006574	SRS190474
SRR191415	SRP006574	SRS190475
SRR191416	SRP006574	SRS190476
SRR191418	SRP006574	SRS190478
SRR191419	SRP006574	SRS190479
SRR191420	SRP006574	SRS190480
SRR191421	SRP006574	SRS190481
SRR191422	SRP006574	SRS190482
SRR191423	SRP006574	SRS190483
SRR191424	SRP006574	SRS190484
SRR191425	SRP006574	SRS190485
SRR191426	SRP006574	SRS190486
SRR191427	SRP006574	SRS190487
SRR191428	SRP006574	SRS190488
SRR191429	SRP006574	SRS190489
SRR191430	SRP006574	SRS190490
SRR191431	SRP006574	SRS190491
SRR191432	SRP006574	SRS190492
SRR191433	SRP006574	SRS190493
SRR191434	SRP006574	SRS190494
SRR191435	SRP006574	SRS190495
SRR191436	SRP006574	SRS190496
SRR191437	SRP006574	SRS190497
SRR191438	SRP006574	SRS190498
SRR191439	SRP006574	SRS190499
SRR191440	SRP006574	SRS190500
SRR191441	SRP006574	SRS190501
SRR191442	SRP006574	SRS190502
SRR191443	SRP006574	SRS190503
SRR191444	SRP006574	SRS190504
SRR191445	SRP006574	SRS190505
SRR191446	SRP006574	SRS190506
SRR191447	SRP006574	SRS190507
SRR191448	SRP006574	SRS190508
SRR191449	SRP006574	SRS190509
SRR191450	SRP006574	SRS190510
SRR191451	SRP006574	SRS190511
SRR191452	SRP006574	SRS190512
SRR191453	SRP006574	SRS190513
SRR191454	SRP006574	SRS190514
SRR191455	SRP006574	SRS190515
SRR191456	SRP006574	SRS190516
SRR191457	SRP006574	SRS190517
SRR191458	SRP006574	SRS190518
SRR191459	SRP006574	SRS190519
SRR191460	SRP006574	SRS190520
SRR191461	SRP006574	SRS190521
SRR191462	SRP006574	SRS190522
SRR191463	SRP006574	SRS190523
SRR191464	SRP006574	SRS190524
SRR191465	SRP006574	SRS190525
SRR191466	SRP006574	SRS190526
SRR191467	SRP006574	SRS190527
SRR191468	SRP006574	SRS190528
SRR191469	SRP006574	SRS190529
SRR191470	SRP006574	SRS190530
SRR191471	SRP006574	SRS190531
SRR191472	SRP006574	SRS190532
SRR191473	SRP006574	SRS190533
SRR191474	SRP006574	SRS190534
SRR191475	SRP006574	SRS190535
SRR191476	SRP006574	SRS190536
SRR191477	SRP006574	SRS190537
SRR191478	SRP006574	SRS190538
SRR191479	SRP006574	SRS190539
SRR191480	SRP006574	SRS190540
SRR191481	SRP006574	SRS190541
SRR191482	SRP006574	SRS190542
SRR191483	SRP006574	SRS190543
SRR191484	SRP006574	SRS190544
SRR191485	SRP006574	SRS190545
SRR191486	SRP006574	SRS190546
SRR191487	SRP006574	SRS190547
SRR191488	SRP006574	SRS190548
SRR191489	SRP006574	SRS190549
SRR191490	SRP006574	SRS190550
SRR191491	SRP006574	SRS190551
SRR191492	SRP006574	SRS190552
SRR191493	SRP006574	SRS190553
SRR191494	SRP006574	SRS190554
SRR191495	SRP006574	SRS190555
SRR191496	SRP006574	SRS190556
SRR1914961	SRP056146	SRS874116
SRR1914962	SRP056146	SRS874116
SRR1914963	SRP056146	SRS874116
SRR1914964	SRP056146	SRS874115
SRR1914965	SRP056146	SRS874115
SRR1914966	SRP056146	SRS874115
SRR1914967	SRP056146	SRS874114
SRR1914968	SRP056146	SRS874114
SRR1914969	SRP056146	SRS874114
SRR191497	SRP006574	SRS190557
SRR1914970	SRP056146	SRS874111
SRR1914971	SRP056146	SRS874111
SRR1914972	SRP056146	SRS874111
SRR191498	SRP006574	SRS190558
SRR191499	SRP006574	SRS190559
SRR191500	SRP006574	SRS190560
SRR191501	SRP006574	SRS190561
SRR191502	SRP006574	SRS190562
SRR191503	SRP006574	SRS190563
SRR191504	SRP006574	SRS190564
SRR191505	SRP006574	SRS190565
SRR191506	SRP006574	SRS190566
SRR191507	SRP006574	SRS190567
SRR191508	SRP006574	SRS190568
SRR191509	SRP006574	SRS190569
SRR191510	SRP006574	SRS190570
SRR191511	SRP006574	SRS190571
SRR191512	SRP006574	SRS190572
SRR191513	SRP006574	SRS190573
SRR191514	SRP006574	SRS190574
SRR191515	SRP006574	SRS190575
SRR191516	SRP006574	SRS190576
SRR191517	SRP006574	SRS190577
SRR191518	SRP006574	SRS190578
SRR191519	SRP006574	SRS190579
SRR191520	SRP006574	SRS190580
SRR191521	SRP006574	SRS190581
SRR191522	SRP006574	SRS190582
SRR191523	SRP006574	SRS190583
SRR191524	SRP006574	SRS190584
SRR191525	SRP006574	SRS190585
SRR191526	SRP006574	SRS190586
SRR191527	SRP006574	SRS190587
SRR191528	SRP006574	SRS190588
SRR191529	SRP006574	SRS190589
SRR191530	SRP006574	SRS190590
SRR191531	SRP006574	SRS190591
SRR191532	SRP006574	SRS190592
SRR191533	SRP006574	SRS190593
SRR191534	SRP006574	SRS190594
SRR191535	SRP006574	SRS190595
SRR191536	SRP006574	SRS190596
SRR191537	SRP006574	SRS190597
SRR191538	SRP006574	SRS190598
SRR191539	SRP006574	SRS190599
SRR191540	SRP006574	SRS190600
SRR191541	SRP006574	SRS190601
SRR191542	SRP006574	SRS190602
SRR191543	SRP006574	SRS190603
SRR1915437	SRP056153	SRS874187
SRR1915438	SRP056153	SRS874186
SRR191544	SRP006574	SRS190604
SRR191545	SRP006574	SRS190605
SRR191546	SRP006574	SRS190606
SRR191547	SRP006574	SRS190607
SRR191548	SRP006574	SRS190608
SRR191549	SRP006574	SRS190609
SRR191550	SRP006574	SRS190610
SRR191551	SRP006574	SRS190611
SRR191552	SRP006574	SRS190612
SRR191553	SRP006574	SRS190613
SRR191554	SRP006574	SRS190614
SRR191555	SRP006574	SRS190615
SRR191556	SRP006574	SRS190616
SRR1915568	SRP056159	SRS874293
SRR1915569	SRP056159	SRS874294
SRR191557	SRP006574	SRS190617
SRR1915570	SRP056159	SRS874295
SRR191558	SRP006574	SRS190618
SRR191559	SRP006574	SRS190619
SRR191560	SRP006574	SRS190620
SRR191561	SRP006574	SRS190621
SRR191562	SRP006574	SRS190622
SRR191563	SRP006574	SRS190623
SRR191564	SRP006574	SRS190624
SRR191565	SRP006574	SRS190625
SRR191566	SRP006574	SRS190626
SRR191567	SRP006574	SRS190627
SRR191568	SRP006574	SRS190628
SRR191569	SRP006574	SRS190629
SRR191570	SRP006574	SRS190630
SRR191571	SRP006574	SRS190631
SRR191572	SRP006574	SRS190632
SRR191573	SRP006574	SRS190633
SRR191574	SRP006574	SRS190634
SRR191575	SRP006574	SRS190635
SRR191576	SRP006574	SRS190636
SRR191577	SRP006574	SRS190637
SRR191578	SRP006574	SRS190638
SRR191579	SRP006574	SRS190639
SRR191580	SRP006574	SRS190640
SRR191581	SRP006574	SRS190641
SRR191582	SRP006574	SRS190642
SRR191583	SRP006574	SRS190643
SRR191584	SRP006574	SRS190644
SRR191585	SRP006574	SRS190645
SRR191586	SRP006574	SRS190646
SRR191587	SRP006574	SRS190647
SRR191588	SRP006574	SRS190648
SRR191589	SRP006574	SRS190649
SRR191590	SRP006574	SRS190650
SRR191591	SRP006574	SRS190651
SRR191592	SRP006574	SRS190652
SRR191593	SRP006574	SRS190653
SRR191594	SRP006574	SRS190654
SRR191595	SRP006574	SRS190655
SRR191596	SRP006574	SRS190656
SRR191597	SRP006574	SRS190657
SRR191598	SRP006574	SRS190658
SRR191599	SRP006574	SRS190659
SRR191600	SRP006574	SRS190660
SRR191601	SRP006574	SRS190661
SRR191602	SRP006574	SRS190662
SRR191603	SRP006574	SRS190663
SRR191604	SRP006574	SRS190664
SRR191605	SRP006574	SRS190665
SRR191606	SRP006574	SRS190666
SRR191607	SRP006574	SRS190667
SRR191608	SRP006574	SRS190668
SRR191609	SRP006574	SRS190669
SRR191610	SRP006574	SRS190670
SRR191611	SRP006574	SRS190671
SRR191612	SRP006574	SRS190672
SRR191613	SRP006574	SRS190673
SRR191614	SRP006574	SRS190674
SRR191615	SRP006574	SRS190675
SRR191616	SRP006574	SRS190676
SRR191617	SRP006574	SRS190677
SRR191618	SRP006574	SRS190678
SRR191619	SRP006574	SRS190679
SRR191620	SRP006574	SRS190680
SRR191621	SRP006574	SRS190681
SRR191622	SRP006574	SRS190682
SRR191623	SRP006574	SRS190683
SRR191624	SRP006574	SRS190684
SRR191625	SRP006574	SRS190685
SRR191626	SRP006574	SRS190686
SRR1916263	SRP056197	SRS874639
SRR1916264	SRP056197	SRS874639
SRR1916265	SRP056197	SRS874638
SRR1916266	SRP056197	SRS874638
SRR1916267	SRP056197	SRS874638
SRR1916268	SRP056197	SRS874637
SRR1916269	SRP056197	SRS874637
SRR191627	SRP006574	SRS190687
SRR1916270	SRP056197	SRS874637
SRR1916271	SRP056197	SRS874636
SRR1916272	SRP056197	SRS874636
SRR1916273	SRP056197	SRS874636
SRR1916274	SRP056197	SRS874635
SRR1916275	SRP056197	SRS874635
SRR1916276	SRP056197	SRS874635
SRR1916277	SRP056197	SRS874634
SRR1916278	SRP056197	SRS874634
SRR1916279	SRP056197	SRS874634
SRR191628	SRP006574	SRS190688
SRR1916280	SRP056197	SRS874633
SRR1916281	SRP056197	SRS874633
SRR1916282	SRP056197	SRS874633
SRR1916283	SRP056197	SRS874632
SRR1916284	SRP056197	SRS874632
SRR1916285	SRP056197	SRS874631
SRR1916286	SRP056197	SRS874631
SRR1916287	SRP056197	SRS874631
SRR1916288	SRP056197	SRS874629
SRR1916289	SRP056197	SRS874629
SRR191629	SRP006574	SRS190689
SRR1916290	SRP056197	SRS874629
SRR1916291	SRP056197	SRS874629
SRR1916292	SRP056197	SRS874629
SRR1916293	SRP056197	SRS874629
SRR1916294	SRP056197	SRS874630
SRR1916295	SRP056197	SRS874630
SRR1916296	SRP056197	SRS874630
SRR1916297	SRP056197	SRS874628
SRR1916298	SRP056197	SRS874628
SRR1916299	SRP056197	SRS874628
SRR191630	SRP006574	SRS190690
SRR1916300	SRP056197	SRS874627
SRR1916301	SRP056197	SRS874627
SRR1916302	SRP056197	SRS874626
SRR1916303	SRP056197	SRS874626
SRR1916304	SRP056197	SRS874626
SRR1916305	SRP056197	SRS874626
SRR1916306	SRP056197	SRS874626
SRR1916307	SRP056197	SRS874626
SRR1916308	SRP056197	SRS874624
SRR1916309	SRP056197	SRS874624
SRR191631	SRP006574	SRS190691
SRR1916310	SRP056197	SRS874624
SRR1916311	SRP056197	SRS874624
SRR1916312	SRP056197	SRS874624
SRR1916313	SRP056197	SRS874624
SRR1916314	SRP056197	SRS874625
SRR1916315	SRP056197	SRS874625
SRR1916316	SRP056197	SRS874625
SRR1916317	SRP056197	SRS874625
SRR1916318	SRP056197	SRS874625
SRR1916319	SRP056197	SRS874625
SRR191632	SRP006574	SRS190692
SRR1916320	SRP056197	SRS874623
SRR1916321	SRP056197	SRS874623
SRR1916322	SRP056197	SRS874623
SRR1916323	SRP056197	SRS874623
SRR1916324	SRP056197	SRS874623
SRR1916325	SRP056197	SRS874623
SRR1916326	SRP056197	SRS874622
SRR1916327	SRP056197	SRS874622
SRR1916328	SRP056197	SRS874622
SRR1916329	SRP056197	SRS874621
SRR191633	SRP006574	SRS190693
SRR1916330	SRP056197	SRS874621
SRR1916331	SRP056197	SRS874621
SRR1916332	SRP056197	SRS874621
SRR1916333	SRP056197	SRS874621
SRR1916334	SRP056197	SRS874621
SRR1916335	SRP056197	SRS874620
SRR1916336	SRP056197	SRS874620
SRR1916337	SRP056197	SRS874620
SRR1916338	SRP056197	SRS874619
SRR1916339	SRP056197	SRS874619
SRR191634	SRP006574	SRS190694
SRR1916340	SRP056197	SRS874619
SRR1916341	SRP056197	SRS874618
SRR1916342	SRP056197	SRS874618
SRR1916343	SRP056197	SRS874618
SRR191635	SRP006574	SRS190695
SRR191636	SRP006574	SRS190696
SRR191637	SRP006574	SRS190697
SRR191639	SRP006575	SRS190698
SRR191640	SRP006575	SRS190699
SRR191641	SRP006575	SRS190700
SRR191642	SRP006575	SRS190701
SRR191643	SRP006575	SRS190702
SRR191644	SRP006575	SRS190703
SRR191645	SRP006575	SRS190704
SRR191646	SRP006575	SRS190704
SRR191647	SRP006575	SRS190705
SRR191648	SRP006575	SRS190705
SRR191649	SRP006575	SRS190706
SRR191650	SRP006575	SRS190707
SRR191651	SRP006575	SRS190708
SRR191652	SRP006575	SRS190709
SRR191653	SRP006575	SRS190710
SRR191654	SRP006575	SRS190711
SRR1916542	SRP056200	SRS874710
SRR1916543	SRP056200	SRS874709
SRR1916544	SRP056200	SRS874708
SRR1916545	SRP056200	SRS874701
SRR1916546	SRP056200	SRS874707
SRR1916547	SRP056200	SRS874706
SRR1916548	SRP056200	SRS874705
SRR1916549	SRP056200	SRS874704
SRR191655	SRP006575	SRS190712
SRR1916550	SRP056200	SRS874703
SRR1916551	SRP056200	SRS874702
SRR1916552	SRP056201	SRS874714
SRR1916553	SRP056201	SRS874713
SRR1916554	SRP056201	SRS874712
SRR1916555	SRP056201	SRS874711
SRR191656	SRP006575	SRS190713
SRR191657	SRP006575	SRS190714
SRR191658	SRP006575	SRS190715
SRR191659	SRP006575	SRS190716
SRR191660	SRP006575	SRS190717
SRR191661	SRP006575	SRS190718
SRR191662	SRP006575	SRS190719
SRR191663	SRP006575	SRS190720
SRR191664	SRP006575	SRS190721
SRR191665	SRP006575	SRS190722
SRR191666	SRP006575	SRS190723
SRR191667	SRP006575	SRS190724
SRR191668	SRP006575	SRS190725
SRR191669	SRP006575	SRS190725
SRR191670	SRP006575	SRS190726
SRR191671	SRP006575	SRS190726
SRR191672	SRP006575	SRS190727
SRR191673	SRP006575	SRS190727
SRR191674	SRP006575	SRS190728
SRR191675	SRP006575	SRS190728
SRR191677	SRP006575	SRS190729
SRR191678	SRP006575	SRS190730
SRR191679	SRP006575	SRS190731
SRR191680	SRP006575	SRS190731
SRR191681	SRP006575	SRS190732
SRR191682	SRP006575	SRS190733
SRR191683	SRP006575	SRS190733
SRR191684	SRP006575	SRS190734
SRR191685	SRP006575	SRS190734
SRR191686	SRP006575	SRS190735
SRR191687	SRP006575	SRS190736
SRR191688	SRP006575	SRS190737
SRR191689	SRP006575	SRS190738
SRR191690	SRP006575	SRS190739
SRR191691	SRP006575	SRS190740
SRR191692	SRP006575	SRS190741
SRR191693	SRP006575	SRS190742
SRR191694	SRP006575	SRS190743
SRR191695	SRP006575	SRS190744
SRR191696	SRP006575	SRS190744
SRR191697	SRP006575	SRS190745
SRR191698	SRP006575	SRS190746
SRR1916986	SRP056220	SRS875027
SRR1916987	SRP056220	SRS875027
SRR1916988	SRP056220	SRS875027
SRR1916989	SRP056220	SRS875027
SRR191699	SRP006575	SRS190747
SRR1916990	SRP056220	SRS875027
SRR1916991	SRP056220	SRS875027
SRR1916992	SRP056220	SRS875027
SRR1916993	SRP056220	SRS875028
SRR1916994	SRP056220	SRS875028
SRR1916995	SRP056220	SRS875028
SRR1916996	SRP056220	SRS875028
SRR1916997	SRP056220	SRS875028
SRR1916998	SRP056220	SRS875028
SRR1916999	SRP056220	SRS875028
SRR191700	SRP006575	SRS190748
SRR1917000	SRP056220	SRS875029
SRR1917001	SRP056220	SRS875029
SRR1917002	SRP056220	SRS875029
SRR1917003	SRP056220	SRS875029
SRR1917004	SRP056220	SRS875029
SRR1917005	SRP056220	SRS875029
SRR1917006	SRP056220	SRS875029
SRR1917007	SRP056220	SRS875025
SRR1917008	SRP056220	SRS875025
SRR1917009	SRP056220	SRS875025
SRR191701	SRP006575	SRS190749
SRR1917010	SRP056220	SRS875025
SRR1917011	SRP056220	SRS875025
SRR1917012	SRP056220	SRS875025
SRR1917013	SRP056220	SRS875025
SRR1917014	SRP056220	SRS875025
SRR1917015	SRP056220	SRS875026
SRR1917016	SRP056220	SRS875026
SRR1917017	SRP056220	SRS875026
SRR1917018	SRP056220	SRS875026
SRR1917019	SRP056220	SRS875026
SRR191702	SRP006575	SRS190750
SRR1917020	SRP056220	SRS875026
SRR1917021	SRP056220	SRS875026
SRR1917022	SRP056220	SRS875024
SRR1917023	SRP056220	SRS875024
SRR1917024	SRP056220	SRS875024
SRR1917025	SRP056220	SRS875024
SRR1917026	SRP056220	SRS875024
SRR1917027	SRP056220	SRS875024
SRR1917028	SRP056220	SRS875024
SRR191703	SRP006575	SRS190750
SRR191704	SRP006575	SRS190751
SRR191705	SRP006575	SRS190751
SRR191706	SRP006575	SRS190752
SRR191707	SRP006575	SRS190753
SRR191708	SRP006575	SRS190754
SRR191709	SRP006575	SRS190755
SRR191710	SRP006575	SRS190756
SRR191711	SRP006575	SRS190757
SRR191712	SRP006575	SRS190758
SRR191713	SRP006575	SRS190759
SRR191714	SRP006575	SRS190759
SRR191715	SRP006575	SRS190760
SRR191716	SRP006575	SRS190761
SRR191717	SRP006575	SRS190762
SRR191718	SRP006575	SRS190763
SRR1918235	SRP056295	SRS876341
SRR1918236	SRP056295	SRS876341
SRR1918237	SRP056295	SRS876340
SRR1918238	SRP056295	SRS876340
SRR1918239	SRP056295	SRS876339
SRR1918240	SRP056295	SRS876339
SRR1918241	SRP056295	SRS876337
SRR1918242	SRP056295	SRS876337
SRR1918243	SRP056295	SRS876338
SRR1918244	SRP056295	SRS876338
SRR1918245	SRP056295	SRS876332
SRR1918246	SRP056295	SRS876332
SRR1918247	SRP056295	SRS876331
SRR1918248	SRP056295	SRS876331
SRR1918249	SRP056295	SRS876335
SRR1918250	SRP056295	SRS876335
SRR1918251	SRP056295	SRS876333
SRR1918252	SRP056295	SRS876333
SRR1918253	SRP056295	SRS876334
SRR1918254	SRP056295	SRS876334
SRR1918255	SRP056295	SRS876336
SRR1918256	SRP056295	SRS876336
SRR1918257	SRP056295	SRS876329
SRR1918258	SRP056295	SRS876329
SRR1918260	SRP056295	SRS876330
SRR1918261	SRP056295	SRS876326
SRR1918262	SRP056295	SRS876326
SRR1918263	SRP056295	SRS876327
SRR1918264	SRP056295	SRS876327
SRR1918265	SRP056295	SRS876328
SRR1918266	SRP056295	SRS876328
SRR1918267	SRP056295	SRS876325
SRR1918268	SRP056295	SRS876325
SRR1918269	SRP056295	SRS876324
SRR1918270	SRP056295	SRS876324
SRR1918271	SRP056295	SRS876322
SRR1918272	SRP056295	SRS876322
SRR1918273	SRP056295	SRS876323
SRR1918274	SRP056295	SRS876323
SRR1918275	SRP056295	SRS876320
SRR1918276	SRP056295	SRS876320
SRR1918277	SRP056295	SRS876321
SRR1918278	SRP056295	SRS876321
SRR1918279	SRP056295	SRS876317
SRR1918280	SRP056295	SRS876317
SRR1918281	SRP056295	SRS876318
SRR1918282	SRP056295	SRS876318
SRR1918283	SRP056295	SRS876319
SRR1918284	SRP056295	SRS876319
SRR1918285	SRP056295	SRS876314
SRR1918286	SRP056295	SRS876314
SRR1918287	SRP056295	SRS876311
SRR1918288	SRP056295	SRS876311
SRR1918289	SRP056295	SRS876313
SRR1918290	SRP056295	SRS876313
SRR1918291	SRP056295	SRS876312
SRR1918292	SRP056295	SRS876312
SRR1918293	SRP056295	SRS876309
SRR1918294	SRP056295	SRS876309
SRR1918295	SRP056295	SRS876307
SRR1918296	SRP056295	SRS876307
SRR1918297	SRP056295	SRS876310
SRR1918298	SRP056295	SRS876310
SRR1918299	SRP056295	SRS876308
SRR1918300	SRP056295	SRS876308
SRR1918301	SRP056295	SRS876306
SRR1918302	SRP056295	SRS876306
SRR1918303	SRP056295	SRS876315
SRR1918304	SRP056295	SRS876315
SRR1918305	SRP056295	SRS876305
SRR1918306	SRP056295	SRS876305
SRR1918307	SRP056295	SRS876316
SRR1918308	SRP056295	SRS876316
SRR1918309	SRP056295	SRS876304
SRR1918310	SRP056295	SRS876304
SRR1918311	SRP056295	SRS876303
SRR1918312	SRP056295	SRS876303
SRR1918313	SRP056295	SRS876301
SRR1918314	SRP056295	SRS876301
SRR1918315	SRP056295	SRS876302
SRR1918316	SRP056295	SRS876302
SRR1918317	SRP056295	SRS876299
SRR1918318	SRP056295	SRS876299
SRR1918319	SRP056295	SRS876300
SRR1918320	SRP056295	SRS876300
SRR1918321	SRP056295	SRS876298
SRR1918322	SRP056295	SRS876298
SRR1918323	SRP056295	SRS876297
SRR1918324	SRP056295	SRS876297
SRR1918325	SRP056295	SRS876296
SRR1918326	SRP056295	SRS876296
SRR1918327	SRP056295	SRS876295
SRR1918328	SRP056295	SRS876295
SRR1918329	SRP056295	SRS876294
SRR1918330	SRP056295	SRS876294
SRR1918331	SRP056295	SRS876293
SRR1918332	SRP056295	SRS876293
SRR1918333	SRP056295	SRS876292
SRR1918334	SRP056295	SRS876292
SRR1918335	SRP056295	SRS876291
SRR1918336	SRP056295	SRS876291
SRR1918337	SRP056295	SRS876290
SRR1918338	SRP056295	SRS876290
SRR1918339	SRP056295	SRS876289
SRR1918340	SRP056295	SRS876289
SRR1918341	SRP056295	SRS876288
SRR1918342	SRP056295	SRS876288
SRR1918343	SRP056295	SRS876287
SRR1918344	SRP056295	SRS876287
SRR1918345	SRP056295	SRS876286
SRR1918346	SRP056295	SRS876286
SRR1918347	SRP056295	SRS876283
SRR1918348	SRP056295	SRS876283
SRR1918349	SRP056295	SRS876285
SRR1918350	SRP056295	SRS876285
SRR1918351	SRP056295	SRS876284
SRR1918352	SRP056295	SRS876284
SRR1918353	SRP056295	SRS876280
SRR1918354	SRP056295	SRS876280
SRR1918355	SRP056295	SRS876281
SRR1918356	SRP056295	SRS876281
SRR1918357	SRP056295	SRS876282
SRR1918358	SRP056295	SRS876282
SRR1918359	SRP056295	SRS876279
SRR1918360	SRP056295	SRS876279
SRR1918361	SRP056295	SRS876278
SRR1918362	SRP056295	SRS876278
SRR1918363	SRP056295	SRS876277
SRR1918364	SRP056295	SRS876277
SRR1918365	SRP056295	SRS876276
SRR1918366	SRP056295	SRS876276
SRR1918367	SRP056295	SRS876275
SRR1918368	SRP056295	SRS876275
SRR1918369	SRP056295	SRS876274
SRR1918370	SRP056295	SRS876274
SRR1918371	SRP056295	SRS876273
SRR1918372	SRP056295	SRS876273
SRR1918373	SRP056295	SRS876272
SRR1918374	SRP056295	SRS876272
SRR1918375	SRP056295	SRS876271
SRR1918376	SRP056295	SRS876271
SRR1918377	SRP056295	SRS876269
SRR1918378	SRP056295	SRS876269
SRR1918379	SRP056295	SRS876270
SRR1918380	SRP056295	SRS876270
SRR1918381	SRP056295	SRS876267
SRR1918383	SRP056295	SRS876268
SRR1918384	SRP056295	SRS876268
