run	study	sample
SRR521517	SRP014320	SRS350187
SRR521518	SRP014320	SRS350187
SRR521519	SRP014320	SRS350187
SRR521520	SRP014320	SRS350188
SRR521521	SRP014320	SRS350188
SRR521522	SRP014320	SRS350188
SRR521523	SRP014320	SRS350188
SRR521524	SRP014320	SRS350188
SRR521525	SRP014320	SRS350188
SRR521526	SRP014320	SRS350188
SRR521527	SRP014320	SRS350189
SRR521528	SRP014320	SRS350189
SRR521529	SRP014320	SRS350189
SRR521530	SRP014320	SRS350189
SRR521531	SRP014320	SRS350190
SRR521532	SRP014320	SRS350190
SRR521533	SRP014320	SRS350190
SRR521534	SRP014320	SRS350191
SRR521535	SRP014320	SRS350191
SRR521536	SRP014320	SRS350191
SRR521537	SRP014320	SRS350191
SRR521538	SRP014320	SRS350192
SRR521539	SRP014320	SRS350192
SRR521540	SRP014320	SRS350192
SRR521541	SRP014320	SRS350192
SRR521542	SRP014320	SRS350192
SRR521543	SRP014320	SRS350192
SRR521544	SRP014320	SRS350193
SRR521545	SRP014320	SRS350193
SRR521546	SRP014320	SRS350193
SRR521547	SRP014320	SRS350194
SRR521548	SRP014320	SRS350194
SRR521549	SRP014320	SRS350194
SRR522063	SRP014428	SRS350437
SRR522064	SRP014428	SRS350438
SRR522065	SRP014428	SRS350439
SRR522066	SRP014428	SRS350440
SRR522067	SRP014428	SRS350441
SRR522068	SRP014428	SRS350442
SRR522069	SRP014428	SRS350443
SRR522070	SRP014428	SRS350444
SRR522071	SRP014428	SRS350445
SRR522072	SRP014428	SRS350446
SRR522073	SRP014428	SRS350447
SRR522074	SRP014428	SRS350448
SRR522075	SRP014428	SRS350449
SRR522076	SRP014428	SRS350450
SRR522077	SRP014428	SRS350451
SRR522078	SRP014428	SRS350452
SRR522079	SRP014428	SRS350453
SRR522080	SRP014428	SRS350454
SRR522081	SRP014428	SRS350455
SRR522082	SRP014428	SRS350456
SRR522083	SRP014428	SRS350457
SRR522084	SRP014428	SRS350458
SRR522085	SRP014428	SRS350459
SRR522086	SRP014428	SRS350460
SRR522087	SRP014428	SRS350461
SRR522088	SRP014428	SRS350462
SRR522089	SRP014428	SRS350463
SRR522090	SRP014428	SRS350464
SRR522091	SRP014428	SRS350465
SRR522092	SRP014428	SRS350466
SRR522093	SRP014428	SRS350467
SRR522094	SRP014428	SRS350468
SRR522095	SRP014428	SRS350469
SRR522096	SRP014428	SRS350470
SRR522097	SRP014428	SRS350471
SRR522098	SRP014428	SRS350472
SRR522099	SRP014428	SRS350473
SRR522100	SRP014428	SRS350474
SRR522101	SRP014428	SRS350475
SRR522102	SRP014428	SRS350476
SRR522103	SRP014428	SRS350477
SRR522104	SRP014428	SRS350478
SRR522105	SRP014428	SRS350479
SRR522106	SRP014428	SRS350480
SRR522107	SRP014428	SRS350481
SRR522108	SRP014428	SRS350482
SRR522109	SRP014428	SRS350483
SRR522110	SRP014428	SRS350484
SRR522111	SRP014428	SRS350485
SRR522112	SRP014428	SRS350486
SRR522113	SRP014428	SRS350487
SRR522114	SRP014428	SRS350488
SRR522115	SRP014428	SRS350489
SRR522116	SRP014428	SRS350490
SRR522117	SRP014428	SRS350491
SRR522118	SRP014428	SRS350492
SRR522119	SRP014428	SRS350493
SRR522120	SRP014428	SRS350494
SRR522121	SRP014428	SRS350495
SRR522122	SRP014428	SRS350496
SRR522123	SRP014428	SRS350497
SRR522124	SRP014428	SRS350498
SRR522125	SRP014428	SRS350499
SRR522126	SRP014428	SRS350500
SRR522127	SRP014428	SRS350501
SRR522128	SRP014428	SRS350502
SRR522129	SRP014428	SRS350503
SRR522130	SRP014428	SRS350504
SRR522131	SRP014428	SRS350505
SRR522132	SRP014428	SRS350506
SRR522133	SRP014428	SRS350507
SRR522134	SRP014428	SRS350508
SRR522135	SRP014428	SRS350509
SRR522136	SRP014428	SRS350510
SRR522137	SRP014428	SRS350511
SRR522138	SRP014428	SRS350512
SRR522139	SRP014428	SRS350513
SRR522140	SRP014428	SRS350514
SRR522141	SRP014428	SRS350515
SRR522142	SRP014428	SRS350516
SRR522143	SRP014428	SRS350517
SRR522144	SRP014428	SRS350518
SRR522145	SRP014428	SRS350519
SRR522146	SRP014428	SRS350520
SRR522147	SRP014428	SRS350521
SRR522148	SRP014428	SRS350522
SRR522149	SRP014428	SRS350523
SRR522150	SRP014428	SRS350524
SRR522851	SRP014443	SRS350625
SRR522852	SRP014443	SRS350626
SRR525098	SRP014487	SRS351390
SRR525099	SRP014487	SRS351391
SRR525100	SRP014487	SRS351392
SRR525258	SRP014540	SRS351499
SRR525273	SRP014542	SRS351513
SRR525274	SRP014542	SRS351514
SRR525275	SRP014542	SRS351515
SRR525276	SRP014542	SRS351516
SRR525277	SRP014542	SRS351517
SRR525278	SRP014542	SRS351518
SRR527584	SRP003754	SRS351978
SRR527585	SRP003754	SRS351978
SRR527586	SRP003754	SRS351979
SRR527587	SRP003754	SRS351980
SRR527588	SRP003754	SRS351980
SRR527589	SRP003754	SRS351981
SRR527590	SRP003754	SRS351981
SRR527591	SRP003754	SRS351982
SRR527592	SRP003754	SRS351982
SRR527593	SRP003754	SRS351983
SRR527594	SRP003754	SRS351983
SRR527595	SRP003754	SRS351984
SRR527596	SRP003754	SRS351984
SRR527597	SRP003754	SRS351985
SRR527598	SRP003754	SRS351985
SRR527599	SRP003754	SRS351986
SRR527600	SRP003754	SRS351986
SRR527601	SRP003754	SRS351987
SRR527602	SRP003754	SRS351987
SRR527603	SRP003754	SRS351988
SRR527604	SRP003754	SRS351988
SRR527605	SRP003754	SRS351989
SRR527606	SRP003754	SRS351989
SRR527607	SRP003754	SRS351990
SRR527608	SRP003754	SRS351990
SRR527609	SRP003754	SRS351991
SRR527610	SRP003754	SRS351991
SRR527611	SRP003754	SRS351992
SRR527612	SRP003754	SRS351992
SRR527613	SRP003754	SRS351993
SRR527614	SRP003754	SRS351993
SRR527615	SRP003754	SRS351994
SRR527616	SRP003754	SRS351994
SRR527617	SRP003754	SRS351995
SRR527618	SRP003754	SRS351995
SRR527619	SRP003754	SRS351996
SRR527620	SRP003754	SRS351996
SRR527621	SRP003754	SRS351997
SRR527622	SRP003754	SRS351997
SRR527623	SRP003754	SRS351998
SRR527624	SRP003754	SRS351998
SRR527625	SRP003754	SRS351999
SRR527626	SRP003754	SRS351999
SRR527627	SRP003754	SRS352000
SRR527628	SRP003754	SRS352000
SRR527629	SRP003754	SRS352001
SRR527630	SRP003754	SRS352001
SRR527631	SRP003754	SRS352002
SRR527632	SRP003754	SRS352002
SRR527633	SRP003754	SRS352003
SRR527634	SRP003754	SRS352003
SRR527635	SRP003754	SRS352004
SRR527636	SRP003754	SRS352004
SRR527637	SRP003754	SRS352005
SRR527638	SRP003754	SRS352005
SRR527639	SRP003754	SRS352006
SRR527640	SRP003754	SRS352006
SRR527641	SRP003754	SRS352007
SRR527642	SRP003754	SRS352007
SRR527643	SRP003754	SRS352008
SRR527644	SRP003754	SRS352008
SRR527645	SRP003754	SRS352009
SRR527646	SRP003754	SRS352009
SRR527647	SRP003754	SRS352010
SRR527648	SRP003754	SRS352010
SRR527649	SRP003754	SRS352011
SRR527650	SRP003754	SRS352011
SRR527651	SRP003754	SRS352012
SRR527652	SRP003754	SRS352012
SRR527653	SRP003754	SRS352013
SRR527654	SRP003754	SRS352013
SRR527655	SRP003754	SRS352014
SRR527656	SRP003754	SRS352014
SRR527657	SRP003754	SRS352015
SRR527658	SRP003754	SRS352015
SRR527659	SRP003754	SRS352016
SRR527660	SRP003754	SRS352016
SRR527661	SRP003754	SRS352017
SRR527662	SRP003754	SRS352017
SRR527663	SRP003754	SRS352018
SRR527664	SRP003754	SRS352018
SRR527665	SRP003754	SRS352019
SRR527666	SRP003754	SRS352019
SRR527667	SRP003754	SRS352020
SRR527668	SRP003754	SRS352020
SRR527669	SRP003754	SRS352021
SRR527670	SRP003754	SRS352021
SRR527671	SRP003754	SRS352022
SRR527672	SRP003754	SRS352022
SRR527673	SRP003754	SRS352023
SRR527675	SRP003754	SRS352024
SRR527676	SRP003754	SRS352024
SRR527677	SRP003754	SRS352025
SRR527678	SRP003754	SRS352025
SRR527679	SRP003754	SRS352026
SRR527680	SRP003754	SRS352026
SRR527681	SRP003754	SRS352027
SRR527682	SRP003754	SRS352027
SRR527683	SRP003754	SRS352028
SRR527684	SRP003754	SRS352028
SRR527685	SRP003754	SRS352029
SRR527686	SRP003754	SRS352029
SRR527687	SRP003754	SRS352030
SRR527688	SRP003754	SRS352030
SRR527689	SRP003754	SRS352031
SRR527690	SRP003754	SRS352031
SRR527691	SRP003754	SRS352032
SRR527692	SRP003754	SRS352032
SRR527693	SRP003754	SRS352033
SRR527694	SRP003754	SRS352034
SRR527695	SRP003754	SRS352034
SRR527696	SRP003754	SRS352035
SRR527697	SRP003754	SRS352035
SRR527727	SRP014591	SRS352047
SRR527728	SRP014591	SRS352048
SRR527729	SRP014591	SRS352049
SRR527730	SRP014591	SRS352050
SRR527731	SRP014591	SRS352051
SRR527732	SRP014591	SRS352052
SRR529076	SRP014620	SRS352328
SRR529077	SRP014620	SRS352329
SRR529078	SRP014620	SRS352330
SRR529079	SRP014620	SRS352331
SRR529080	SRP014620	SRS352332
SRR529081	SRP014620	SRS352333
SRR529082	SRP014620	SRS352334
SRR529083	SRP014620	SRS352335
SRR529084	SRP014620	SRS352336
SRR529085	SRP014620	SRS352337
SRR529086	SRP014620	SRS352338
SRR529087	SRP014620	SRS352339
SRR529088	SRP014620	SRS352340
SRR529089	SRP014620	SRS352341
SRR529090	SRP014620	SRS352342
SRR529091	SRP014620	SRS352343
SRR529092	SRP014620	SRS352344
SRR529095	SRP014624	SRS352346
SRR529096	SRP014624	SRS352347
SRR529097	SRP014624	SRS352348
SRR529098	SRP014624	SRS352349
SRR529099	SRP014624	SRS352350
SRR529100	SRP014624	SRS352351
SRR529646	SRP014626	SRS352364
SRR529647	SRP014626	SRS352365
SRR530651	SRP014635	SRS352532
SRR530652	SRP014635	SRS352533
SRR531456	SRP014670	SRS352773
SRR531457	SRP014670	SRS352774
SRR531458	SRP014670	SRS352775
SRR531459	SRP014670	SRS352776
SRR531460	SRP014670	SRS352777
SRR531462	SRP014670	SRS352779
SRR531463	SRP014671	SRS352780
SRR531464	SRP014671	SRS352780
SRR531465	SRP014671	SRS352781
SRR531466	SRP014671	SRS352782
SRR531467	SRP014671	SRS352783
SRR531468	SRP014671	SRS352784
SRR531469	SRP014671	SRS352785
SRR531470	SRP014671	SRS352786
SRR531471	SRP014671	SRS352787
SRR531683	SRP014675	SRS352961
SRR531684	SRP014675	SRS352962
SRR531686	SRP014675	SRS352964
SRR531687	SRP014675	SRS352965
SRR531688	SRP014675	SRS352966
SRR531689	SRP014675	SRS352967
SRR531690	SRP014675	SRS352968
SRR531691	SRP014675	SRS352969
SRR531692	SRP014675	SRS352970
SRR531693	SRP014675	SRS352971
SRR531694	SRP014675	SRS352972
SRR531695	SRP014675	SRS352973
SRR531696	SRP014675	SRS352974
SRR531697	SRP014675	SRS352975
SRR531698	SRP014675	SRS352976
SRR531699	SRP014675	SRS352977
SRR531700	SRP014675	SRS352978
SRR531701	SRP014675	SRS352979
SRR531702	SRP014675	SRS352980
SRR531703	SRP014675	SRS352981
SRR531704	SRP014675	SRS352982
SRR531705	SRP014675	SRS352983
SRR531706	SRP014675	SRS352984
SRR531707	SRP014675	SRS352985
SRR531708	SRP014675	SRS352986
SRR531709	SRP014675	SRS352987
SRR531710	SRP014675	SRS352988
SRR531712	SRP014675	SRS352990
SRR531713	SRP014675	SRS352991
SRR531714	SRP014675	SRS352992
SRR531715	SRP014675	SRS352993
SRR531716	SRP014675	SRS352994
SRR531824	SRP014688	SRS353107
SRR531825	SRP014688	SRS353108
SRR531826	SRP014688	SRS353109
SRR534174	SRP014320	SRS350174
SRR534175	SRP014320	SRS350174
SRR534289	SRP007461	SRS353537
SRR534290	SRP007461	SRS353537
SRR534291	SRP007461	SRS353538
SRR534292	SRP007461	SRS353538
SRR534293	SRP007461	SRS353539
SRR534294	SRP007461	SRS353539
SRR534295	SRP007461	SRS353540
SRR534296	SRP007461	SRS353540
SRR534297	SRP007461	SRS353541
SRR534298	SRP007461	SRS353541
SRR534299	SRP007461	SRS353542
SRR534300	SRP007461	SRS353542
SRR534301	SRP007461	SRS353543
SRR534302	SRP007461	SRS353543
SRR534303	SRP007461	SRS353544
SRR534304	SRP007461	SRS353544
SRR534305	SRP007461	SRS353545
SRR534306	SRP007461	SRS353545
SRR534307	SRP007461	SRS353546
SRR534308	SRP007461	SRS353546
SRR534309	SRP007461	SRS353547
SRR534310	SRP007461	SRS353547
SRR534311	SRP007461	SRS353548
SRR534312	SRP007461	SRS353548
SRR534313	SRP007461	SRS353548
SRR534314	SRP007461	SRS353548
SRR534315	SRP007461	SRS353548
SRR534316	SRP007461	SRS353548
SRR534317	SRP007461	SRS353549
SRR534318	SRP007461	SRS353549
SRR534319	SRP007461	SRS353550
SRR534320	SRP007461	SRS353550
SRR534321	SRP007461	SRS353550
SRR534322	SRP007461	SRS353550
SRR534323	SRP007461	SRS353550
SRR534324	SRP007461	SRS353550
SRR534325	SRP007461	SRS353551
SRR534326	SRP007461	SRS353552
SRR534327	SRP007461	SRS353552
SRR534328	SRP007461	SRS353553
SRR534329	SRP007461	SRS353553
SRR534330	SRP007461	SRS353553
SRR534331	SRP007461	SRS353553
SRR534332	SRP007461	SRS353553
SRR534333	SRP007461	SRS353553
SRR534334	SRP007461	SRS353554
SRR534335	SRP007461	SRS353554
SRR534563	SRP014739	SRS353572
SRR534564	SRP014739	SRS353573
SRR534565	SRP014739	SRS353574
SRR534566	SRP014739	SRS353575
SRR535745	SRP014754	SRS354065
SRR535746	SRP014754	SRS354066
SRR535747	SRP014754	SRS354067
SRR535748	SRP014754	SRS354068
SRR535749	SRP014754	SRS354069
SRR536810	SRP014790	SRS355321
SRR536811	SRP014790	SRS355322
SRR536812	SRP014790	SRS355323
SRR536813	SRP014790	SRS355324
SRR536814	SRP014790	SRS355325
SRR536815	SRP014790	SRS355326
SRR536816	SRP014790	SRS355327
SRR536817	SRP014790	SRS355328
SRR537045	SRP014809	SRS355512
SRR537046	SRP014809	SRS355513
SRR537047	SRP014809	SRS355514
SRR537048	SRP014809	SRS355515
SRR537049	SRP014809	SRS355516
SRR537050	SRP014809	SRS355517
SRR537051	SRP014809	SRS355518
SRR537052	SRP014809	SRS355519
SRR537053	SRP014809	SRS355520
SRR537054	SRP014809	SRS355521
SRR537055	SRP014809	SRS355522
SRR537056	SRP014809	SRS355523
SRR537099	SRP006575	SRS355564
SRR537100	SRP006575	SRS355564
SRR537101	SRP006575	SRS355565
SRR537102	SRP006575	SRS355566
SRR537104	SRP006575	SRS355568
SRR537105	SRP006575	SRS355569
SRR537106	SRP006575	SRS355570
SRR537107	SRP006575	SRS355571
SRR537108	SRP006575	SRS355572
SRR537109	SRP006575	SRS355573
SRR537110	SRP006575	SRS355574
SRR537111	SRP006575	SRS355575
SRR537113	SRP006575	SRS355577
SRR537114	SRP006575	SRS355578
SRR537115	SRP006575	SRS355579
SRR537116	SRP006575	SRS355580
SRR537117	SRP006575	SRS355581
SRR537118	SRP006575	SRS355582
SRR537119	SRP006575	SRS355583
SRR537120	SRP006575	SRS355584
SRR537121	SRP006575	SRS355585
SRR537122	SRP006575	SRS355586
SRR537123	SRP006575	SRS355587
SRR537124	SRP006575	SRS355588
SRR537125	SRP006575	SRS355589
SRR537126	SRP006575	SRS355590
SRR537127	SRP006575	SRS355591
SRR537128	SRP006575	SRS355592
SRR537129	SRP006575	SRS355593
SRR537130	SRP006575	SRS355594
SRR537131	SRP006575	SRS355595
SRR537132	SRP006575	SRS355596
SRR539238	SRP014842	SRS356147
SRR539239	SRP014842	SRS356148
SRR539240	SRP014842	SRS356149
SRR539241	SRP014842	SRS356150
SRR539242	SRP014842	SRS356151
SRR539243	SRP014842	SRS356152
SRR539244	SRP014842	SRS356153
SRR539245	SRP014842	SRS356154
SRR539246	SRP014842	SRS356155
SRR539247	SRP014842	SRS356156
SRR539248	SRP014842	SRS356157
SRR539249	SRP014842	SRS356158
SRR539295	SRP014844	SRS356194
SRR539296	SRP014844	SRS356195
SRR540246	SRP014856	SRS356262
SRR540247	SRP014856	SRS356263
SRR540248	SRP014856	SRS356264
SRR540249	SRP014856	SRS356265
SRR540250	SRP014856	SRS356266
SRR540251	SRP014856	SRS356267
SRR540252	SRP014857	SRS356270
SRR540253	SRP014857	SRS356271
SRR541413	SRP014867	SRS356280
SRR541414	SRP014867	SRS356281
SRR541415	SRP014867	SRS356282
SRR541416	SRP014867	SRS356283
SRR541417	SRP014867	SRS356284
SRR541418	SRP014867	SRS356285
SRR544857	SRP014906	SRS358650
SRR544858	SRP014906	SRS358650
SRR544859	SRP014906	SRS358650
SRR544860	SRP014906	SRS358650
SRR544861	SRP014906	SRS358650
SRR544862	SRP014906	SRS358650
SRR544863	SRP014906	SRS358650
SRR544864	SRP014906	SRS358650
SRR544865	SRP014906	SRS358650
SRR544866	SRP014906	SRS358650
SRR544867	SRP014906	SRS358650
SRR545221	SRP014920	SRS358702
SRR545685	SRP007461	SRS358717
SRR545686	SRP007461	SRS358717
SRR545687	SRP007461	SRS358718
SRR545688	SRP007461	SRS358718
SRR545689	SRP007461	SRS358719
SRR545690	SRP007461	SRS358719
SRR545691	SRP007461	SRS358720
SRR545692	SRP007461	SRS358720
SRR545693	SRP007461	SRS358721
SRR545694	SRP007461	SRS358721
SRR545695	SRP007461	SRS358722
SRR545696	SRP007461	SRS358722
SRR545697	SRP007461	SRS358722
SRR545698	SRP007461	SRS358722
SRR545699	SRP007461	SRS358722
SRR545700	SRP007461	SRS358722
SRR545701	SRP007461	SRS358723
SRR545702	SRP007461	SRS358723
SRR545703	SRP007461	SRS358724
SRR545704	SRP007461	SRS358724
SRR545705	SRP007461	SRS358725
SRR545706	SRP007461	SRS358725
SRR545707	SRP007461	SRS358726
SRR545708	SRP007461	SRS358726
SRR545709	SRP007461	SRS358727
SRR545710	SRP007461	SRS358727
SRR545711	SRP007461	SRS358728
SRR545712	SRP007461	SRS358728
SRR545713	SRP007461	SRS358729
SRR545714	SRP007461	SRS358729
SRR545715	SRP007461	SRS358730
SRR545716	SRP007461	SRS358730
SRR545717	SRP007461	SRS358731
SRR545718	SRP007461	SRS358731
SRR545719	SRP007461	SRS358732
SRR545720	SRP007461	SRS358732
SRR545721	SRP007461	SRS358733
SRR545722	SRP007461	SRS358733
SRR545723	SRP007461	SRS358734
SRR545940	SRP014925	SRS358770
SRR545941	SRP014925	SRS358771
SRR546550	SRP015013	SRS359236
SRR546551	SRP015013	SRS359237
SRR546552	SRP015013	SRS359238
SRR546553	SRP015013	SRS359239
SRR546554	SRP015013	SRS359240
SRR546555	SRP015013	SRS359241
SRR546556	SRP015013	SRS359242
SRR546557	SRP015013	SRS359243
SRR547604	SRP015138	SRS359574
SRR547605	SRP015138	SRS359575
SRR547606	SRP015138	SRS359576
SRR547607	SRP015138	SRS359577
SRR548611	SRP015336	SRS360123
SRR548612	SRP015336	SRS360124
SRR548613	SRP015336	SRS360125
SRR553460	SRP015360	SRS360535
SRR553461	SRP015360	SRS360536
SRR553462	SRP015360	SRS360537
SRR553463	SRP015360	SRS360538
SRR553464	SRP015360	SRS360539
SRR553465	SRP015360	SRS360540
SRR553477	SRP015361	SRS360551
SRR553478	SRP015361	SRS360552
SRR553479	SRP015361	SRS360553
SRR553480	SRP015361	SRS360554
SRR553481	SRP015361	SRS360555
SRR553482	SRP015361	SRS360556
SRR553483	SRP015361	SRS360557
SRR553572	SRP015370	SRS360596
SRR553573	SRP015370	SRS360597
SRR553574	SRP015370	SRS360598
SRR553575	SRP015370	SRS360599
SRR553576	SRP015370	SRS360600
SRR554397	SRP015409	SRS360768
SRR554398	SRP015409	SRS360769
SRR554399	SRP015409	SRS360770
SRR554400	SRP015409	SRS360771
SRR554401	SRP015409	SRS360772
SRR554402	SRP015409	SRS360773
SRR556766	SRP015435	SRS361100
SRR557130	SRP015439	SRS361125
SRR557131	SRP015439	SRS361126
SRR557133	SRP015439	SRS361128
SRR557134	SRP015439	SRS361129
SRR557135	SRP015439	SRS361130
SRR557136	SRP015439	SRS361131
SRR557137	SRP015439	SRS361132
SRR557138	SRP015439	SRS361133
SRR557139	SRP015439	SRS361134
SRR557140	SRP015439	SRS361135
SRR557667	SRP015449	SRS361166
SRR557668	SRP015449	SRS361167
SRR557669	SRP015449	SRS361168
SRR557670	SRP015449	SRS361169
SRR562645	SRP015640	SRS361633
SRR562646	SRP015640	SRS361633
SRR562647	SRP015640	SRS361633
SRR562648	SRP015640	SRS361633
SRR562649	SRP015640	SRS361633
SRR563525	SRP015668	SRS361714
SRR563526	SRP015668	SRS361715
SRR563527	SRP015668	SRS361716
SRR563528	SRP015668	SRS361717
SRR563529	SRP015668	SRS361718
SRR563530	SRP015668	SRS361719
SRR563531	SRP015668	SRS361720
SRR563532	SRP015668	SRS361721
SRR563533	SRP015668	SRS361722
SRR563534	SRP015668	SRS361723
SRR563535	SRP015668	SRS361724
SRR563536	SRP015668	SRS361725
SRR563537	SRP015668	SRS361726
SRR563538	SRP015668	SRS361727
SRR563539	SRP015668	SRS361728
SRR563540	SRP015668	SRS361729
SRR563541	SRP015668	SRS361730
SRR563542	SRP015668	SRS361731
SRR563543	SRP015668	SRS361732
SRR563544	SRP015668	SRS361733
SRR563545	SRP015668	SRS361734
SRR563546	SRP015668	SRS361735
SRR563547	SRP015668	SRS361736
SRR563548	SRP015668	SRS361737
SRR563549	SRP015668	SRS361738
SRR563550	SRP015668	SRS361739
SRR563551	SRP015668	SRS361740
SRR563552	SRP015668	SRS361741
SRR563553	SRP015668	SRS361742
SRR563554	SRP015668	SRS361743
SRR563555	SRP015668	SRS361744
SRR563556	SRP015668	SRS361745
SRR563557	SRP015668	SRS361746
SRR566221	SRP015670	SRS361823
SRR566222	SRP015670	SRS361823
SRR566223	SRP015670	SRS361824
SRR566224	SRP015670	SRS361824
SRR566225	SRP015670	SRS361825
SRR566226	SRP015670	SRS361825
SRR566227	SRP015670	SRS361826
SRR566228	SRP015670	SRS361826
SRR566229	SRP015670	SRS361827
SRR566230	SRP015670	SRS361827
SRR566231	SRP015670	SRS361828
SRR566232	SRP015670	SRS361828
SRR566233	SRP015670	SRS361829
SRR566234	SRP015670	SRS361829
SRR566235	SRP015670	SRS361830
SRR566236	SRP015670	SRS361830
SRR566237	SRP015670	SRS361831
SRR566238	SRP015670	SRS361831
SRR566239	SRP015670	SRS361832
SRR566240	SRP015670	SRS361832
SRR566241	SRP015670	SRS361833
SRR566242	SRP015670	SRS361833
SRR566243	SRP015670	SRS361834
SRR566244	SRP015670	SRS361834
SRR566245	SRP015670	SRS361835
SRR566246	SRP015670	SRS361835
SRR566247	SRP015670	SRS361836
SRR566248	SRP015670	SRS361836
SRR566249	SRP015670	SRS361837
SRR566250	SRP015670	SRS361837
SRR566251	SRP015670	SRS361838
SRR566252	SRP015670	SRS361838
SRR566253	SRP015670	SRS361839
SRR566254	SRP015670	SRS361839
SRR566255	SRP015670	SRS361840
SRR566256	SRP015670	SRS361840
SRR566257	SRP015670	SRS361841
SRR566258	SRP015670	SRS361841
SRR566259	SRP015670	SRS361842
SRR566260	SRP015670	SRS361842
SRR566986	SRP007525	SRS362050
SRR566987	SRP007525	SRS362050
SRR566988	SRP007525	SRS362050
SRR566989	SRP007525	SRS362050
SRR566990	SRP007525	SRS362050
SRR566991	SRP007525	SRS362050
SRR566992	SRP007525	SRS362050
SRR566993	SRP007525	SRS362050
SRR566994	SRP007525	SRS362050
SRR566995	SRP007525	SRS362050
SRR566996	SRP007525	SRS362050
SRR566997	SRP007525	SRS362050
SRR566998	SRP007525	SRS362050
SRR566999	SRP007525	SRS362050
SRR567000	SRP007525	SRS362050
SRR567001	SRP007525	SRS362050
SRR567002	SRP007525	SRS362050
SRR567003	SRP007525	SRS362050
SRR567004	SRP007525	SRS362050
SRR567005	SRP007525	SRS362050
SRR567006	SRP007525	SRS362050
SRR567007	SRP007525	SRS362050
SRR567008	SRP007525	SRS362050
SRR567009	SRP007525	SRS362050
SRR567010	SRP007525	SRS362050
SRR567011	SRP007525	SRS362050
SRR567012	SRP007525	SRS362050
SRR567013	SRP007525	SRS362050
SRR567014	SRP007525	SRS362051
SRR567015	SRP007525	SRS362051
SRR567016	SRP007525	SRS362051
SRR567017	SRP007525	SRS362051
SRR567018	SRP007525	SRS362051
SRR567019	SRP007525	SRS362051
SRR567020	SRP007525	SRS362051
SRR567021	SRP007525	SRS362051
SRR567022	SRP007525	SRS362051
SRR567023	SRP007525	SRS362051
SRR567024	SRP007525	SRS362051
SRR567025	SRP007525	SRS362051
SRR567026	SRP007525	SRS362051
SRR567027	SRP007525	SRS362051
SRR567028	SRP007525	SRS362051
SRR567029	SRP007525	SRS362051
SRR567030	SRP007525	SRS362051
SRR567031	SRP007525	SRS362051
SRR567032	SRP007525	SRS362051
SRR567033	SRP007525	SRS362051
SRR567034	SRP007525	SRS362051
SRR567035	SRP007525	SRS362051
SRR567036	SRP007525	SRS362051
SRR567037	SRP007525	SRS362051
SRR567038	SRP007525	SRS362051
SRR567039	SRP007525	SRS362051
SRR567040	SRP007525	SRS362051
SRR567041	SRP007525	SRS362051
SRR567042	SRP007525	SRS362051
SRR567043	SRP007525	SRS362051
SRR567044	SRP007525	SRS362052
SRR567045	SRP007525	SRS362052
SRR567046	SRP007525	SRS362052
SRR567047	SRP007525	SRS362052
SRR567048	SRP007525	SRS362052
SRR567049	SRP007525	SRS362052
SRR567050	SRP007525	SRS362052
SRR567051	SRP007525	SRS362052
SRR567052	SRP007525	SRS362052
SRR567053	SRP007525	SRS362052
SRR567054	SRP007525	SRS362052
SRR567055	SRP007525	SRS362052
SRR567056	SRP007525	SRS362052
SRR567057	SRP007525	SRS362052
SRR567058	SRP007525	SRS362052
SRR567059	SRP007525	SRS362052
SRR567060	SRP007525	SRS362052
SRR567061	SRP007525	SRS362052
SRR567062	SRP007525	SRS362052
SRR567063	SRP007525	SRS362052
SRR567064	SRP007525	SRS362052
SRR567065	SRP007525	SRS362052
SRR567066	SRP007525	SRS362052
SRR567067	SRP007525	SRS362052
SRR567068	SRP007525	SRS362052
SRR567069	SRP007525	SRS362052
SRR567070	SRP007525	SRS362052
SRR567071	SRP007525	SRS362052
SRR567072	SRP007525	SRS362052
SRR567073	SRP007525	SRS362052
SRR567074	SRP007525	SRS362052
SRR567075	SRP007525	SRS362052
SRR567076	SRP007525	SRS362053
SRR567077	SRP007525	SRS362053
SRR567078	SRP007525	SRS362053
SRR567079	SRP007525	SRS362053
SRR567080	SRP007525	SRS362053
SRR567081	SRP007525	SRS362053
SRR567082	SRP007525	SRS362053
SRR567083	SRP007525	SRS362053
SRR567084	SRP007525	SRS362053
SRR567085	SRP007525	SRS362053
SRR567086	SRP007525	SRS362053
SRR567087	SRP007525	SRS362053
SRR567088	SRP007525	SRS362053
SRR567089	SRP007525	SRS362053
SRR567090	SRP007525	SRS362053
SRR567091	SRP007525	SRS362053
SRR567092	SRP007525	SRS362053
SRR567093	SRP007525	SRS362053
SRR567094	SRP007525	SRS362053
SRR567095	SRP007525	SRS362053
SRR567096	SRP007525	SRS362053
SRR567097	SRP007525	SRS362053
SRR567098	SRP007525	SRS362053
SRR567099	SRP007525	SRS362053
SRR567100	SRP007525	SRS362053
SRR567101	SRP007525	SRS362053
SRR567102	SRP007525	SRS362053
SRR567103	SRP007525	SRS362053
SRR567104	SRP007525	SRS362053
SRR567105	SRP007525	SRS362053
SRR567106	SRP007525	SRS362054
SRR567107	SRP007525	SRS362054
SRR567108	SRP007525	SRS362054
SRR567109	SRP007525	SRS362054
SRR567110	SRP007525	SRS362054
